month,AR,Customer,Truck,Driver,Hours,start_time,end_time,gps_start,gps_end,Overlap,start_time_difference,end_time_difference,deviation_from_hours,Owner/Operator,Action Taken
6,6337,C-41,T-18,D-4,7,6/28/2023 5:00,6/28/2023 12:00,6/28/2023 5:01,6/28/2023 11:34,0,1,-26,-27,Barrett,1
7,6338,C-41,T-18,D-4,13.5,7/7/2023 6:00,7/7/2023 19:30,7/7/2023 5:44,7/7/2023 19:15,0,-16,-15,1,Barrett,1
7,6339,C-41,T-10,D-45,12,7/7/2023 18:00,7/8/2023 6:00,7/7/2023 18:40,7/8/2023 5:50,0,40,-10,-50,Wright,1
7,6340,C-41,T-15,D-28,10.5,7/7/2023 5:00,7/7/2023 15:30,7/7/2023 5:01,7/7/2023 15:16,0,1,-14,-15,Barrett,1
7,6341,C-41,T-40,D-26,11.5,7/7/2023 5:30,7/7/2023 17:00,7/7/2023 5:33,7/7/2023 16:59,0,3,-1,-4,Barrett,1
7,6342,C-41,T-34,D-50,13,7/7/2023 6:00,7/7/2023 19:00,7/7/2023 5:51,7/7/2023 19:01,0,-9,1,10,Barrett,1
7,6343,C-41,T-17,D-44,3.5,7/7/2023 15:00,7/7/2023 18:30,7/7/2023 14:42,7/7/2023 18:42,0,-18,12,30,Barrett,1
7,6344,C-23,T-40,D-43,5.5,7/7/2023 18:00,7/7/2023 23:30,7/7/2023 19:04,7/7/2023 22:53,0,64,-37,-101,Barrett,1
7,6345,C-41,T-46,D-51,14,7/7/2023 6:00,7/7/2023 20:00,7/7/2023 6:15,7/7/2023 20:17,0,15,17,2,Waters,1
7,6346,C-41,T-38,D-36,12,7/7/2023 5:30,7/7/2023 17:30,7/7/2023 5:32,7/7/2023 17:21,0,2,-9,-11,Mason,1
7,6347,C-27,T-24,D-18,14,7/7/2023 5:00,7/7/2023 19:00,7/7/2023 4:49,7/7/2023 19:05,0,-11,5,16,Barrett,1
7,6348,C-41,T-39,D-62,12,7/7/2023 6:00,7/7/2023 18:00,7/7/2023 5:40,7/7/2023 18:24,0,-20,24,44,Barrett,1
7,6349,C-41,T-33,D-17,12,7/7/2023 5:30,7/7/2023 17:30,7/7/2023 7:05,7/7/2023 17:41,0,95,11,-84,Barrett,1
7,6350,C-41,T-4,D-24,12.5,7/7/2023 5:30,7/7/2023 18:00,7/7/2023 5:10,7/7/2023 17:51,0,-20,-9,11,Gilmour,1
7,6351,C-23,T-17,D-44,6,7/7/2023 0:00,7/7/2023 6:00,7/7/2023 0:09,7/7/2023 6:11,1,9,11,2,Barrett,1
7,6352,C-41,T-30,D-57,6,7/7/2023 5:30,7/7/2023 11:30,7/7/2023 5:40,7/7/2023 11:32,0,10,2,-8,Barrett,1
7,6353,C-23,T-39,D-43,5,7/7/2023 0:00,7/7/2023 5:00,7/6/2023 23:40,7/7/2023 4:22,1,-20,-38,-18,Barrett,1
7,6354,C-23,T-40,D-23,5.5,7/7/2023 0:30,7/7/2023 6:00,7/7/2023 0:24,7/7/2023 5:33,0,-6,-27,-21,Barrett,1
7,6355,C-23,T-40,D-43,9.5,7/7/2023 23:30,7/8/2023 9:00,7/8/2023 3:17,7/8/2023 3:28,0,227,-332,-559,Barrett,1
7,6356,C-41,T-17,D-44,9.5,7/7/2023 5:30,7/7/2023 15:00,7/7/2023 5:10,7/7/2023 14:28,1,-20,-32,-12,Barrett,1
7,6357,C-23,T-33,D-23,2.5,7/7/2023 21:30,7/8/2023 0:00,7/7/2023 21:15,7/7/2023 23:47,0,-15,-13,2,Barrett,1
7,6358,C-41,T-33,D-23,3.5,7/7/2023 18:00,7/7/2023 21:30,7/7/2023 17:40,7/7/2023 21:15,0,-20,-15,5,Barrett,1
7,6359,C-41,T-6,D-54,9.5,7/8/2023 5:30,7/8/2023 15:00,7/8/2023 5:32,7/8/2023 15:08,0,2,8,6,Gilmour,1
7,6360,C-41,T-6,D-54,4.5,7/8/2023 15:00,7/8/2023 19:30,7/8/2023 15:08,7/8/2023 19:11,0,8,-19,-27,Gilmour,1
7,6361,C-41,T-9,D-55,4.5,7/8/2023 14:30,7/8/2023 19:00,7/8/2023 14:18,7/8/2023 19:05,0,-12,5,17,Barrett,1
7,6362,C-41,T-9,D-55,8.5,7/8/2023 6:00,7/8/2023 14:30,7/8/2023 6:16,7/8/2023 14:18,0,16,-12,-28,Barrett,1
7,6363,C-41,T-7,D-60,14,7/8/2023 5:30,7/8/2023 19:30,7/8/2023 5:45,7/8/2023 19:17,0,15,-13,-28,Mason,1
7,6364,C-41,T-19,D-71,14,7/8/2023 5:00,7/8/2023 19:00,7/8/2023 5:21,7/8/2023 19:11,0,21,11,-10,Waters,1
7,6365,C-41,T-10,D-20,12,7/8/2023 6:00,7/8/2023 18:00,7/8/2023 5:50,7/8/2023 18:34,0,-10,34,44,Wright,1
7,6366,C-41,T-35,D-59,4.5,7/8/2023 15:00,7/8/2023 19:30,7/8/2023 15:05,7/8/2023 19:18,0,5,-12,-17,Gilmour,1
7,6367,C-41,T-35,D-59,9.5,7/8/2023 5:30,7/8/2023 15:00,7/8/2023 5:41,7/8/2023 15:05,0,11,5,-6,Gilmour,1
7,6368,C-41,T-20,D-70,14,7/8/2023 6:30,7/8/2023 20:30,7/8/2023 6:38,7/8/2023 20:20,0,8,-10,-18,Mason,1
7,6369,C-32,T-37,D-31,14,7/8/2023 6:00,7/8/2023 20:00,7/8/2023 6:13,7/8/2023 19:31,0,13,-29,-42,Barrett,1
7,6370,C-41,T-18,D-4,9.5,7/8/2023 5:00,7/8/2023 14:30,7/8/2023 5:07,7/8/2023 14:16,0,7,-14,-21,Barrett,1
7,6371,C-41,T-18,D-4,3,7/8/2023 14:30,7/8/2023 17:30,7/8/2023 14:16,7/8/2023 17:22,0,-14,-8,6,Barrett,1
7,6372,C-41,T-10,D-45,12,7/8/2023 18:00,7/9/2023 6:00,7/8/2023 18:34,7/9/2023 6:29,0,34,29,-5,Wright,1
7,6373,C-41,T-15,D-28,8.5,7/8/2023 5:30,7/8/2023 14:00,7/8/2023 5:30,7/8/2023 13:24,0,0,-36,-36,Barrett,1
7,6374,C-41,T-8,D-11,9.5,7/8/2023 5:30,7/8/2023 15:00,7/8/2023 5:42,7/8/2023 14:58,0,12,-2,-14,Gilmour,1
7,6375,C-41,T-8,D-11,4.5,7/8/2023 15:00,7/8/2023 19:30,7/8/2023 14:58,7/8/2023 19:16,0,-2,-14,-12,Gilmour,1
7,6376,C-41,T-34,D-50,13,7/8/2023 6:00,7/8/2023 19:00,7/8/2023 5:49,7/8/2023 18:32,0,-11,-28,-17,Barrett,1
7,6377,C-41,T-46,D-51,14,7/8/2023 6:30,7/8/2023 20:30,7/8/2023 6:45,7/8/2023 20:21,0,15,-9,-24,Waters,1
7,6378,C-41,T-38,D-36,12,7/8/2023 5:30,7/8/2023 17:30,7/8/2023 5:34,7/8/2023 17:15,0,4,-15,-19,Mason,1
7,6379,C-23,T-31,D-62,15,7/8/2023 6:00,7/8/2023 21:00,7/8/2023 6:06,7/8/2023 20:37,1,6,-23,-29,Barrett,1
7,6380,C-41,T-39,D-26,3,7/8/2023 6:00,7/8/2023 9:00,7/8/2023 6:40,7/8/2023 8:54,0,40,-6,-46,Barrett,1
7,6381,C-41,T-39,D-26,10,7/8/2023 9:00,7/8/2023 19:00,7/8/2023 8:54,7/8/2023 18:38,0,-6,-22,-16,Barrett,1
7,6382,C-23,T-40,D-44,8.5,7/8/2023 17:30,7/9/2023 2:00,7/8/2023 23:25,7/9/2023 1:12,0,355,-48,-403,Barrett,1
7,6383,C-41,T-40,D-44,4,7/8/2023 2:00,7/8/2023 6:00,7/8/2023 3:17,7/8/2023 3:28,0,77,-152,-229,Barrett,1
7,6384,C-23,T-30,D-57,14,7/8/2023 5:30,7/8/2023 19:30,7/8/2023 16:33,7/8/2023 19:50,0,663,20,-643,Barrett,1
7,6385,C-23,T-33,D-43,11,7/8/2023 17:30,7/9/2023 4:30,7/8/2023 17:12,7/9/2023 4:34,1,-18,4,22,Barrett,1
7,6386,C-23,T-31,D-42,11,7/8/2023 17:30,7/9/2023 4:30,7/8/2023 19:19,7/9/2023 4:03,1,109,-27,-136,Barrett,1
7,6387,C-41,T-17,D-44,6,7/8/2023 13:00,7/8/2023 19:00,7/8/2023 12:48,7/8/2023 18:56,0,-12,-4,8,Barrett,1
7,6388,C-41,T-17,D-44,8,7/8/2023 5:00,7/8/2023 13:00,7/8/2023 5:14,7/8/2023 12:48,0,14,-12,-26,Barrett,1
7,6389,C-41,T-33,D-23,6,7/8/2023 0:00,7/8/2023 6:00,7/7/2023 23:47,7/8/2023 6:07,1,-13,7,20,Barrett,1
7,6390,C-41,T-33,D-23,12.5,7/8/2023 17:30,7/9/2023 6:00,7/8/2023 17:12,7/9/2023 5:41,1,-18,-19,-1,Barrett,1
7,6391,C-23,T-33,D-17,3.5,7/8/2023 5:30,7/8/2023 9:00,7/8/2023 5:20,7/8/2023 8:17,1,-10,-43,-33,Barrett,1
7,6392,C-41,T-38,D-21,14,7/9/2023 6:00,7/9/2023 20:00,7/9/2023 5:39,7/9/2023 8:30,0,-21,-690,-669,Mason,1
7,6393,C-41,T-6,D-54,10.5,7/9/2023 5:30,7/9/2023 16:00,7/9/2023 5:12,7/9/2023 15:45,0,-18,-15,3,Gilmour,1
7,6394,C-41,T-9,D-55,5.5,7/9/2023 15:00,7/9/2023 20:30,7/9/2023 15:07,7/9/2023 20:21,0,7,-9,-16,Barrett,1
7,6395,C-41,T-9,D-55,9.5,7/9/2023 5:30,7/9/2023 15:00,7/9/2023 5:44,7/9/2023 15:07,0,14,7,-7,Barrett,1
7,6396,C-41,T-7,D-60,11.5,7/9/2023 5:30,7/9/2023 17:00,7/9/2023 5:40,7/9/2023 16:47,0,10,-13,-23,Mason,1
7,6397,C-41,T-19,D-71,14,7/9/2023 5:00,7/9/2023 19:00,7/9/2023 5:18,7/9/2023 18:59,0,18,-1,-19,Waters,1
7,6398,C-41,T-27,D-29,6,7/9/2023 4:00,7/9/2023 10:00,7/9/2023 4:05,7/9/2023 9:43,0,5,-17,-22,Wright,1
7,6399,C-41,T-27,D-29,8,7/9/2023 10:00,7/9/2023 18:00,7/9/2023 9:43,7/9/2023 18:25,0,-17,25,42,Wright,1
7,6400,C-41,T-25,D-41,14,7/9/2023 18:00,7/10/2023 8:00,7/9/2023 18:13,7/10/2023 7:46,0,13,-14,-27,Gilmour,1
7,6401,C-41,T-10,D-20,6.5,7/9/2023 9:30,7/9/2023 16:00,7/9/2023 9:53,7/9/2023 15:39,0,23,-21,-44,Wright,1
7,6402,C-41,T-10,D-20,3.5,7/9/2023 6:00,7/9/2023 9:30,7/9/2023 6:29,7/9/2023 9:53,0,29,23,-6,Wright,1
7,6403,C-41,T-35,D-59,5.5,7/9/2023 5:30,7/9/2023 11:00,7/9/2023 5:12,7/9/2023 11:23,0,-18,23,41,Gilmour,1
7,6404,C-41,T-35,D-59,8.5,7/9/2023 11:00,7/9/2023 19:30,7/9/2023 11:23,7/9/2023 19:25,0,23,-5,-28,Gilmour,1
7,6405,C-41,T-20,D-70,12,7/9/2023 7:30,7/9/2023 19:30,7/9/2023 7:47,7/9/2023 19:22,0,17,-8,-25,Mason,1
7,6406,C-22,T-16,D-35,11.5,7/9/2023 8:00,7/9/2023 19:30,7/9/2023 8:48,7/9/2023 18:41,0,48,-49,-97,Barrett,1
7,6407,C-41,T-18,D-4,10,7/9/2023 5:30,7/9/2023 15:30,7/9/2023 5:28,7/9/2023 15:17,0,-2,-13,-11,Barrett,1
7,6408,C-41,T-27,D-45,12,7/9/2023 18:00,7/10/2023 6:00,7/9/2023 18:25,7/10/2023 6:24,0,25,24,-1,Wright,1
7,6409,C-32,T-37,D-46,15,7/9/2023 5:00,7/9/2023 20:00,7/9/2023 5:23,7/9/2023 19:50,0,23,-10,-33,Barrett,1
7,6410,C-41,T-8,D-11,10.5,7/9/2023 5:30,7/9/2023 16:00,7/9/2023 5:43,7/9/2023 15:47,0,13,-13,-26,Gilmour,1
7,6411,C-41,T-29,D-17,3.5,7/9/2023 11:30,7/9/2023 15:00,7/9/2023 11:42,7/9/2023 15:12,0,12,12,0,Barrett,1
7,6412,C-41,T-34,D-50,11,7/9/2023 8:00,7/9/2023 19:00,7/9/2023 7:40,7/9/2023 19:22,0,-20,22,42,Barrett,1
7,6413,C-41,T-46,D-51,14,7/9/2023 7:30,7/9/2023 21:30,7/9/2023 7:40,7/9/2023 21:18,0,10,-12,-22,Waters,1
7,6414,C-23,T-31,D-62,5.5,7/9/2023 11:00,7/9/2023 16:30,7/9/2023 10:59,7/9/2023 16:17,0,-1,-13,-12,Barrett,1
7,6415,C-41,T-31,D-62,5,7/9/2023 6:00,7/9/2023 11:00,7/9/2023 6:34,7/9/2023 10:59,0,34,-1,-35,Barrett,1
7,6416,C-41,T-39,D-26,11,7/9/2023 6:30,7/9/2023 17:30,7/9/2023 6:27,7/9/2023 17:10,0,-3,-20,-17,Barrett,1
7,6417,C-41,T-4,D-24,10,7/9/2023 5:30,7/9/2023 15:30,7/9/2023 5:13,7/9/2023 15:39,0,-17,9,26,Gilmour,1
7,6418,C-41,T-30,D-57,11,7/9/2023 5:30,7/9/2023 16:30,7/9/2023 5:36,7/9/2023 16:02,0,6,-28,-34,Barrett,1
7,6419,C-41,T-17,D-44,4,7/9/2023 5:00,7/9/2023 9:00,7/9/2023 5:11,7/9/2023 9:02,0,11,2,-9,Barrett,1
7,6420,C-23,T-17,D-44,3.5,7/9/2023 9:00,7/9/2023 12:30,7/9/2023 9:02,7/9/2023 12:27,0,2,-3,-5,Barrett,1
7,6421,C-41,T-30,D-43,12,7/9/2023 18:00,7/10/2023 6:00,7/9/2023 17:40,7/10/2023 6:19,1,-20,19,39,Barrett,1
7,6422,C-41,T-29,D-17,5.5,7/9/2023 6:00,7/9/2023 11:30,7/9/2023 5:52,7/9/2023 11:42,0,-8,12,20,Barrett,1
7,6423,C-41,T-29,D-42,12,7/9/2023 18:00,7/10/2023 6:00,7/9/2023 17:51,7/10/2023 5:55,1,-9,-5,4,Barrett,1
7,6424,C-41,T-17,D-44,6,7/9/2023 12:30,7/9/2023 18:30,7/9/2023 12:27,7/9/2023 18:28,0,-3,-2,1,Barrett,1
7,6425,C-41,T-31,D-23,12,7/9/2023 18:00,7/10/2023 6:00,7/9/2023 18:17,7/10/2023 6:00,0,17,0,-17,Barrett,1
7,6426,C-41,T-39,D-44,12,7/9/2023 18:00,7/10/2023 6:00,7/9/2023 17:56,7/10/2023 6:10,1,-4,10,14,Barrett,1
7,6427,C-41,T-6,D-54,4,7/10/2023 6:00,7/10/2023 10:00,7/10/2023 5:38,7/10/2023 10:20,0,-22,20,42,Gilmour,1
7,6428,C-41,T-6,D-54,10.5,7/10/2023 10:00,7/10/2023 20:30,7/10/2023 10:20,7/10/2023 20:07,0,20,-23,-43,Gilmour,1
7,6429,C-41,T-9,D-55,12.5,7/10/2023 5:30,7/10/2023 18:00,7/10/2023 5:34,7/10/2023 17:49,0,4,-11,-15,Barrett,1
7,6430,C-41,T-7,D-60,14,7/10/2023 5:30,7/10/2023 19:30,7/10/2023 5:46,7/10/2023 19:17,0,16,-13,-29,Mason,1
7,6431,C-41,T-19,D-71,14,7/10/2023 5:00,7/10/2023 19:00,7/10/2023 5:22,7/10/2023 18:55,0,22,-5,-27,Waters,1
7,6432,C-41,T-27,D-29,12,7/10/2023 6:00,7/10/2023 18:00,7/10/2023 6:24,7/10/2023 17:40,0,24,-20,-44,Wright,1
7,6433,C-41,T-25,D-41,14,7/10/2023 18:00,7/11/2023 8:00,7/10/2023 18:15,7/11/2023 7:45,0,15,-15,-30,Gilmour,1
7,6434,C-42,T-26,D-30,17.5,7/10/2023 5:00,7/10/2023 22:30,7/10/2023 5:08,7/10/2023 22:33,0,8,3,-5,Barrett,1
7,6435,C-41,T-35,D-59,12.5,7/10/2023 5:30,7/10/2023 18:00,7/10/2023 5:10,7/10/2023 17:51,0,-20,-9,11,Gilmour,1
7,6436,C-41,T-20,D-70,13.5,7/10/2023 6:00,7/10/2023 19:30,7/10/2023 5:41,7/10/2023 19:49,0,-19,19,38,Mason,1
7,6437,C-41,T-10,D-20,14,7/10/2023 5:00,7/10/2023 19:00,7/10/2023 5:17,7/10/2023 18:38,0,17,-22,-39,Wright,1
7,6438,C-41,T-18,D-4,12,7/10/2023 5:30,7/10/2023 17:30,7/10/2023 5:33,7/10/2023 17:19,0,3,-11,-14,Barrett,1
7,6439,C-41,T-27,D-45,12,7/10/2023 18:00,7/11/2023 6:00,7/10/2023 17:40,7/11/2023 6:15,0,-20,15,35,Wright,1
7,6440,C-41,T-33,D-46,2,7/10/2023 5:00,7/10/2023 7:00,7/10/2023 5:06,7/10/2023 7:05,0,6,5,-1,Barrett,1
7,6441,C-32,T-33,D-46,12.5,7/10/2023 7:00,7/10/2023 19:30,7/10/2023 7:05,7/10/2023 19:22,0,5,-8,-13,Barrett,1
7,6442,C-41,T-4,D-24,12.5,7/10/2023 5:30,7/10/2023 18:00,7/10/2023 5:10,7/10/2023 17:48,0,-20,-12,8,Gilmour,1
7,6443,C-41,T-34,D-50,13.5,7/10/2023 6:00,7/10/2023 19:30,7/10/2023 5:44,7/10/2023 19:33,0,-16,3,19,Barrett,1
7,6444,C-41,T-40,D-26,4,7/10/2023 14:00,7/10/2023 18:00,7/10/2023 14:21,7/10/2023 17:48,0,21,-12,-33,Barrett,1
7,6445,C-23,T-40,D-26,6,7/10/2023 8:00,7/10/2023 14:00,7/10/2023 8:03,7/10/2023 14:21,0,3,21,18,Barrett,1
7,6446,C-41,T-39,D-33,3.5,7/10/2023 5:30,7/10/2023 9:00,7/10/2023 5:16,7/10/2023 9:09,1,-14,9,23,Barrett,1
7,6447,C-41,T-39,D-33,9,7/10/2023 9:00,7/10/2023 18:00,7/10/2023 9:09,7/10/2023 18:10,0,9,10,1,Barrett,1
7,6448,C-41,T-46,D-51,14,7/10/2023 7:30,7/10/2023 21:30,7/10/2023 7:44,7/10/2023 21:23,0,14,-7,-21,Waters,1
7,6449,C-41,T-24,D-18,6,7/10/2023 6:30,7/10/2023 12:30,7/10/2023 6:10,7/10/2023 12:31,0,-20,1,21,Barrett,1
7,6450,C-41,T-31,D-62,8.5,7/10/2023 9:30,7/10/2023 18:00,7/10/2023 9:41,7/10/2023 18:23,0,11,23,12,Barrett,1
7,6451,C-41,T-31,D-62,2.5,7/10/2023 7:00,7/10/2023 9:30,7/10/2023 6:44,7/10/2023 9:41,0,-16,11,27,Barrett,1
7,6452,C-41,T-30,D-57,4,7/10/2023 5:30,7/10/2023 9:30,7/10/2023 5:15,7/10/2023 9:23,1,-15,-7,8,Barrett,1
7,6453,C-41,T-17,D-44,15,7/10/2023 5:00,7/10/2023 20:00,7/10/2023 5:06,7/10/2023 20:01,0,6,1,-5,Barrett,1
7,6454,C-41,T-29,D-17,5,7/10/2023 5:30,7/10/2023 10:30,7/10/2023 5:10,7/10/2023 10:44,1,-20,14,34,Barrett,1
7,6455,C-41,T-29,D-17,7,7/10/2023 10:30,7/10/2023 17:30,7/10/2023 10:44,7/10/2023 17:19,0,14,-11,-25,Barrett,1
7,6456,C-41,T-39,D-23,12,7/10/2023 18:30,7/11/2023 6:30,7/10/2023 18:47,7/11/2023 6:44,0,17,14,-3,Barrett,1
7,6457,C-41,T-30,D-57,8.5,7/10/2023 9:30,7/10/2023 18:00,7/10/2023 9:23,7/10/2023 17:42,0,-7,-18,-11,Barrett,1
7,6458,C-41,T-40,D-43,11,7/10/2023 18:00,7/11/2023 5:00,7/10/2023 17:48,7/11/2023 5:22,1,-12,22,34,Barrett,1
7,6459,C-41,T-29,D-42,9.5,7/10/2023 18:00,7/11/2023 3:30,7/10/2023 18:08,7/11/2023 2:57,0,8,-33,-41,Barrett,1
7,6460,C-41,T-31,D-44,5.5,7/11/2023 0:30,7/11/2023 6:00,7/11/2023 0:30,7/11/2023 6:02,0,0,2,2,Barrett,1
7,6461,C-23,T-31,D-44,6.5,7/10/2023 18:00,7/11/2023 0:30,7/10/2023 18:23,7/11/2023 0:30,0,23,0,-23,Barrett,1
7,6462,C-41,T-6,D-54,13,7/11/2023 5:30,7/11/2023 18:30,7/11/2023 5:41,7/11/2023 18:14,0,11,-16,-27,Gilmour,1
7,6463,C-41,T-9,D-55,12,7/11/2023 5:30,7/11/2023 17:30,7/11/2023 5:36,7/11/2023 17:23,0,6,-7,-13,Barrett,1
7,6464,C-41,T-7,D-60,12,7/11/2023 5:30,7/11/2023 17:30,7/11/2023 5:35,7/11/2023 17:17,0,5,-13,-18,Mason,1
7,6465,C-41,T-19,D-71,14,7/11/2023 5:00,7/11/2023 19:00,7/11/2023 5:18,7/11/2023 18:54,0,18,-6,-24,Waters,1
7,6466,C-41,T-27,D-29,12,7/11/2023 6:00,7/11/2023 18:00,7/11/2023 6:15,7/11/2023 17:37,0,15,-23,-38,Wright,1
7,6467,C-41,T-25,D-41,14,7/11/2023 18:00,7/12/2023 8:00,7/11/2023 18:13,7/12/2023 7:50,0,13,-10,-23,Gilmour,1
7,6468,C-41,T-10,D-20,13,7/11/2023 5:00,7/11/2023 18:00,7/11/2023 5:22,7/11/2023 17:44,0,22,-16,-38,Wright,1
7,6469,C-41,T-35,D-59,13,7/11/2023 5:30,7/11/2023 18:30,7/11/2023 5:24,7/11/2023 18:17,0,-6,-13,-7,Gilmour,1
7,6470,C-41,T-20,D-70,14,7/11/2023 6:30,7/11/2023 20:30,7/11/2023 6:32,7/11/2023 20:37,0,2,7,5,Mason,1
7,6471,C-3,T-40,D-35,27.5,7/11/2023 4:00,7/12/2023 7:30,7/11/2023 3:46,7/12/2023 7:46,1,-14,16,30,Barrett,1
7,6472,C-41,T-27,D-45,12,7/11/2023 18:00,7/12/2023 6:00,7/11/2023 17:37,7/12/2023 5:39,0,-23,-21,2,Wright,1
7,6473,C-11,T-36,D-13,12,7/11/2023 12:00,7/12/2023 0:00,7/11/2023 12:22,7/11/2023 23:45,0,22,-15,-37,Barrett,1
7,6474,C-41,T-4,D-24,13,7/11/2023 5:30,7/11/2023 18:30,7/11/2023 5:29,7/11/2023 18:17,0,-1,-13,-12,Gilmour,1
7,6475,C-16,T-21,D-64,12,7/11/2023 10:00,7/11/2023 22:00,7/11/2023 10:09,7/11/2023 21:48,0,9,-12,-21,Barrett,1
7,6476,C-41,T-34,D-50,4,7/11/2023 6:00,7/11/2023 10:00,7/11/2023 5:41,7/11/2023 10:17,0,-19,17,36,Barrett,1
7,6477,C-41,T-34,D-50,10.5,7/11/2023 10:00,7/11/2023 20:30,7/11/2023 10:17,7/11/2023 20:46,0,17,16,-1,Barrett,1
7,6478,C-41,T-17,D-44,8.5,7/11/2023 5:00,7/11/2023 13:30,7/11/2023 5:19,7/11/2023 13:19,0,19,-11,-30,Barrett,1
7,6479,C-41,T-15,D-28,13.5,7/11/2023 5:00,7/11/2023 18:30,7/11/2023 5:13,7/11/2023 17:48,0,13,-42,-55,Barrett,1
7,6480,C-41,T-39,D-33,12.5,7/11/2023 6:30,7/11/2023 19:00,7/11/2023 6:44,7/11/2023 18:55,0,14,-5,-19,Barrett,1
7,6481,C-41,T-46,D-51,14,7/11/2023 5:00,7/11/2023 19:00,7/11/2023 5:15,7/11/2023 19:03,0,15,3,-12,Waters,1
7,6482,C-41,T-38,D-36,4,7/11/2023 5:30,7/11/2023 9:30,7/11/2023 5:47,7/11/2023 8:29,0,17,-61,-78,Mason,1
7,6483,C-41,T-38,D-36,9,7/11/2023 9:30,7/11/2023 18:30,7/11/2023 8:29,7/11/2023 11:40,0,-61,-410,-349,Mason,1
7,6484,C-41,T-33,D-65,12,7/11/2023 7:00,7/11/2023 19:00,7/11/2023 6:57,7/11/2023 19:15,1,-3,15,18,Barrett,1
7,6485,C-41,T-17,D-44,5.5,7/11/2023 13:30,7/11/2023 19:00,7/11/2023 13:19,7/11/2023 19:18,1,-11,18,29,Barrett,1
7,6486,C-43,T-24,D-18,10.5,7/11/2023 5:00,7/11/2023 15:30,7/11/2023 4:31,7/11/2023 15:29,0,-29,-1,28,Barrett,1
7,6487,C-1,T-31,D-62,12,7/11/2023 6:00,7/11/2023 18:00,7/11/2023 6:02,7/11/2023 17:55,0,2,-5,-7,Barrett,1
7,6488,C-41,T-33,D-23,10,7/11/2023 18:30,7/12/2023 4:30,7/11/2023 18:10,7/12/2023 4:11,1,-20,-19,1,Barrett,1
7,6489,C-41,T-30,D-57,12.5,7/11/2023 5:30,7/11/2023 18:00,7/11/2023 5:45,7/11/2023 18:16,0,15,16,1,Barrett,1
7,6490,C-41,T-17,D-43,12,7/11/2023 18:00,7/12/2023 6:00,7/11/2023 17:40,7/12/2023 6:13,1,-20,13,33,Barrett,1
7,6491,C-41,T-30,D-44,12,7/11/2023 18:00,7/12/2023 6:00,7/11/2023 18:16,7/12/2023 6:09,1,16,9,-7,Barrett,1
7,6492,C-41,T-6,D-54,13,7/12/2023 5:30,7/12/2023 18:30,7/12/2023 5:49,7/12/2023 18:13,0,19,-17,-36,Gilmour,1
7,6493,C-41,T-19,D-3,10,7/12/2023 6:00,7/12/2023 16:00,7/12/2023 6:31,7/12/2023 16:19,0,31,19,-12,Waters,1
7,6494,C-41,T-19,D-3,4,7/12/2023 16:00,7/12/2023 20:00,7/12/2023 16:19,7/12/2023 20:04,0,19,4,-15,Waters,1
7,6495,C-41,T-9,D-55,12,7/12/2023 5:30,7/12/2023 17:30,7/12/2023 5:51,7/12/2023 17:26,0,21,-4,-25,Barrett,1
7,6496,C-41,T-5,D-71,14,7/12/2023 5:00,7/12/2023 19:00,7/12/2023 5:36,7/12/2023 19:15,0,36,15,-21,Waters,1
7,6497,C-41,T-27,D-29,12,7/12/2023 6:00,7/12/2023 18:00,7/12/2023 5:39,7/12/2023 17:43,0,-21,-17,4,Wright,1
7,6498,C-41,T-25,D-41,14,7/12/2023 18:00,7/13/2023 8:00,7/12/2023 18:14,7/13/2023 7:45,0,14,-15,-29,Gilmour,1
7,6499,C-53,T-26,D-30,21.5,7/12/2023 12:00,7/13/2023 9:30,7/12/2023 11:56,7/13/2023 9:28,0,-4,-2,2,Barrett,1
7,6500,C-41,T-35,D-59,13,7/12/2023 5:30,7/12/2023 18:30,7/12/2023 5:10,7/12/2023 18:19,0,-20,-11,9,Gilmour,1
7,6501,C-41,T-20,D-70,10,7/12/2023 6:30,7/12/2023 16:30,7/12/2023 6:43,7/12/2023 16:16,0,13,-14,-27,Mason,1
7,6502,C-41,T-10,D-20,13.5,7/12/2023 5:00,7/12/2023 18:30,7/12/2023 5:18,7/12/2023 18:31,0,18,1,-17,Wright,1
7,6503,C-41,T-18,D-4,12.5,7/12/2023 5:30,7/12/2023 18:00,7/12/2023 5:09,7/12/2023 17:45,0,-21,-15,6,Barrett,1
7,6504,C-41,T-30,D-57,13.5,7/12/2023 5:30,7/12/2023 19:00,7/12/2023 5:10,7/12/2023 18:46,1,-20,-14,6,Barrett,1
7,6505,C-41,T-27,D-45,12,7/12/2023 18:00,7/13/2023 6:00,7/12/2023 17:43,7/13/2023 6:14,0,-17,14,31,Wright,1
7,6506,C-27,T-36,D-13,9,7/12/2023 10:00,7/12/2023 19:00,7/12/2023 10:14,7/12/2023 18:33,0,14,-27,-41,Barrett,1
7,6507,C-32,T-37,D-31,14,7/12/2023 6:00,7/12/2023 20:00,7/12/2023 6:17,7/12/2023 19:35,0,17,-25,-42,Barrett,1
7,6508,C-41,T-4,D-24,13,7/12/2023 5:30,7/12/2023 18:30,7/12/2023 5:09,7/12/2023 18:18,0,-21,-12,9,Gilmour,1
7,6509,C-3,T-40,D-64,7,7/12/2023 7:00,7/12/2023 14:00,7/12/2023 6:47,7/12/2023 12:36,1,-13,-84,-71,Barrett,1
